,date,account_value
266,2022-02-07,2263956.5106500005
267,2022-02-08,2279293.4106500004
268,2022-02-09,2284184.810650001
269,2022-02-10,2283733.9106500004
270,2022-02-13,2281608.7106500007
271,2022-02-14,2277432.2106500007
272,2022-02-15,2279873.6106500006
273,2022-02-16,2284208.310650001
274,2022-02-17,2273705.310650001
275,2022-02-20,2249674.2106500007
276,2022-02-22,2245168.310650001
277,2022-02-23,2254030.510650001
278,2022-02-24,2241111.510650001
279,2022-02-27,2222491.8106500003
280,2022-02-28,2233734.3106500013
281,2022-03-01,2226820.2106500007
282,2022-03-02,2222638.910650001
283,2022-03-03,2218183.4106500004
284,2022-03-06,2202034.9106500004
285,2022-03-07,2153351.310650001
286,2022-03-08,2120810.7106500007
287,2022-03-09,2186308.010650001
288,2022-03-10,2179428.510650001
289,2022-03-13,2205080.1106500006
290,2022-03-14,2198994.810650001
291,2022-03-15,2204637.7106500003
292,2022-03-16,2204758.910650001
293,2022-03-20,2196021.910650001
294,2022-03-21,2208695.310650001
295,2022-03-22,2216148.6106500006
296,2022-03-23,2212758.310650001
297,2022-03-24,2212136.7106500007
298,2022-03-27,2210908.610650001
299,2022-03-28,2211436.0106500005
300,2022-03-29,2206859.710650001
301,2022-03-30,2207334.4106500014
302,2022-03-31,2203733.710650001
303,2022-04-03,2198537.110650001
304,2022-04-04,2189778.2106500007
305,2022-04-05,2189028.8106500003
306,2022-04-06,2172677.2106500007
307,2022-04-07,2178788.6106500006
308,2022-04-10,2182228.6106500006
309,2022-04-11,2189112.410650001
310,2022-04-12,2175524.110650001
311,2022-04-13,2182371.010650001
312,2022-04-17,2179487.610650001
313,2022-04-18,2178061.7106500007
314,2022-04-19,2179650.2106500007
315,2022-04-20,2192174.11065
316,2022-04-21,2202279.6106500006
317,2022-04-24,2202162.5106500005
318,2022-04-25,2202126.7106500007
319,2022-04-26,2213216.410650001
320,2022-04-27,2213403.7106500003
321,2022-04-28,2210230.110650001
322,2022-05-05,2212425.310650001
323,2022-05-08,2208400.110650001
324,2022-05-09,2220670.010650001
325,2022-05-10,2214875.010650001
326,2022-05-11,2213772.9106500004
327,2022-05-12,2200850.110650001
328,2022-05-16,2184062.510650001
329,2022-05-17,2175315.910650001
330,2022-05-18,2157651.110650001
331,2022-05-19,2143401.810650001
332,2022-05-22,2116127.810650001
333,2022-05-23,2123881.710650001
334,2022-05-24,2126466.6106500006
335,2022-05-25,2117083.2106500007
336,2022-05-26,2111031.010650001
337,2022-05-29,2151508.2106500007
338,2022-05-30,2167107.510650001
339,2022-05-31,2153488.910650001
340,2022-06-01,2157692.0106500005
341,2022-06-02,2154955.610650001
342,2022-06-05,2168246.310650001
343,2022-06-06,2164123.910650001
344,2022-06-07,2162007.2106500007
345,2022-06-08,2182441.410650001
346,2022-06-09,2173621.110650001
347,2022-06-12,2163908.410650001
348,2022-06-13,2160232.7106500003
349,2022-06-14,2149937.4106500004
350,2022-06-15,2145404.810650001
351,2022-06-16,2160346.910650001
352,2022-06-19,2158637.61065
353,2022-06-20,2152530.010650001
354,2022-06-21,2148555.010650001
355,2022-06-22,2147378.7106500007
356,2022-06-23,2195557.7106500007
357,2022-06-26,2196970.4106500004
358,2022-06-27,2177637.910650001
359,2022-06-28,2173584.2106500003
360,2022-06-29,2167787.510650001
361,2022-06-30,2168145.4106500014
362,2022-07-03,2173232.110650001
363,2022-07-04,2158361.110650001
364,2022-07-05,2158038.9106500014
365,2022-07-06,2152193.410650001
366,2022-07-07,2151857.410650001
367,2022-07-12,2143489.8106500003
368,2022-07-13,2168319.5106500005
369,2022-07-14,2153077.610650001
370,2022-07-17,2160196.110650001
371,2022-07-18,2135079.2106500003
372,2022-07-19,2136740.2106500007
373,2022-07-20,2115067.8106500003
374,2022-07-21,2123350.010650001
375,2022-07-24,2096513.8106500008
376,2022-07-25,2094363.1106500009
377,2022-07-26,2105620.1106500006
378,2022-07-27,2112194.810650001
379,2022-07-28,2087520.0106500005
380,2022-07-31,2136916.410650001
381,2022-08-01,2134375.310650001
382,2022-08-02,2148069.610650001
383,2022-08-03,2196616.310650001
384,2022-08-04,2214042.310650001
385,2022-08-07,2193415.8106500013
386,2022-08-08,2174332.8106500003
387,2022-08-10,2174955.7106500007
388,2022-08-11,2169713.910650001
389,2022-08-14,2178680.310650001
390,2022-08-16,2165955.7106500007
391,2022-08-17,2172715.2106500007
392,2022-08-21,2171787.2106500007
393,2022-08-22,2183618.4106500014
394,2022-08-23,2190521.010650001
395,2022-08-24,2180656.8106500013
396,2022-08-25,2180135.310650001
397,2022-08-28,2186145.1106500006
398,2022-08-29,2195341.9106500014
399,2022-08-30,2209477.310650001
400,2022-08-31,2206666.8106500013
401,2022-09-01,2226716.010650001
402,2022-09-04,2226672.6106500006
403,2022-09-05,2211431.5106500005
404,2022-09-06,2215843.7106500007
405,2022-09-07,2230676.6106500006
406,2022-09-08,2232480.710650001
407,2022-09-11,2228741.410650001
408,2022-09-12,2231085.1106500006
409,2022-09-13,2227785.6106500006
410,2022-09-14,2225482.2106500007
411,2022-09-15,2226592.7106500007
412,2022-09-18,2212648.210650001
413,2022-09-19,2219270.1106500006
414,2022-09-20,2213522.6106500006
415,2022-09-21,2214416.810650001
416,2022-09-22,2213801.810650001
417,2022-09-25,2203614.710650001
418,2022-09-26,2209123.310650001
419,2022-09-27,2197138.4106500014
420,2022-09-28,2194624.810650001
421,2022-09-29,2192130.310650001
422,2022-10-02,2190983.610650001
423,2022-10-03,2186804.7106500007
424,2022-10-04,2182758.010650001
425,2022-10-06,2179201.2106500007
426,2022-10-10,2157559.7106500007
427,2022-10-11,2151952.910650001
428,2022-10-12,2154181.410650001
429,2022-10-13,2152847.810650001
430,2022-10-16,2151467.6106500006
431,2022-10-17,2139340.6106500006
432,2022-10-18,2145850.4106500004
433,2022-10-19,2144507.4106500004
