,date,account_value
543,2019-03-12,2787647.7294500005
544,2019-03-13,2814476.9294500006
545,2019-03-14,2823360.9294500006
546,2019-03-15,2854462.9294500006
547,2019-03-18,2866302.2294500014
548,2019-03-19,2878360.379450001
549,2019-03-20,2882297.7794500007
550,2019-03-22,2858883.129450001
551,2019-03-25,2852040.929450001
552,2019-03-26,2878592.9294500006
553,2019-03-27,2859351.4794500005
554,2019-03-28,2886752.8794500013
555,2019-03-29,2917640.1294500004
556,2019-04-01,2894655.2794500007
557,2019-04-02,2878645.829450001
558,2019-04-03,2858794.0294500007
559,2019-04-04,2858382.22945
560,2019-04-05,2877851.979450001
561,2019-04-08,2860287.0294500007
562,2019-04-09,2866956.779450001
563,2019-04-10,2831024.379450001
564,2019-04-11,2844536.829450001
565,2019-04-12,2844348.3294500005
566,2019-04-15,2846198.6294500013
567,2019-04-16,2875056.379450001
568,2019-04-18,2870218.4294500006
569,2019-04-22,2819102.9794500005
570,2019-04-23,2804591.629450001
571,2019-04-24,2858319.879450001
572,2019-04-25,2843987.779450001
573,2019-04-26,2869889.6794500006
574,2019-04-30,2912193.329450001
575,2019-05-02,2925527.429450001
576,2019-05-03,2935061.079450001
577,2019-05-06,2876653.429450001
578,2019-05-07,2864066.829450001
579,2019-05-08,2845391.379450001
580,2019-05-09,2830166.9794500005
581,2019-05-10,2848166.6294500004
582,2019-05-13,2838426.629450001
583,2019-05-14,2856593.479450001
584,2019-05-15,2852918.679450001
585,2019-05-16,2892720.829450001
586,2019-05-17,2937144.4794500005
587,2019-05-20,3049209.6294500013
588,2019-05-21,3021737.2294500005
589,2019-05-22,3039940.679450001
590,2019-05-23,2979628.979450001
591,2019-05-24,3014939.129450001
592,2019-05-27,3062821.829450001
593,2019-05-28,3056398.4294500006
594,2019-05-29,3058822.629450001
595,2019-05-30,3089395.5294500007
596,2019-05-31,3079289.9794500005
597,2019-06-03,3135389.979450001
598,2019-06-04,3111753.379450001
599,2019-06-06,3084337.279450001
600,2019-06-07,3108975.1794500006
601,2019-06-10,3093483.1794500006
602,2019-06-11,3095474.329450001
603,2019-06-12,3078856.129450001
604,2019-06-13,3102892.329450001
605,2019-06-14,3085721.5294500007
606,2019-06-17,3050927.629450001
607,2019-06-18,3048820.5294500007
608,2019-06-19,3064413.5294500007
609,2019-06-20,3096522.879450001
610,2019-06-21,3058924.4294500006
611,2019-06-24,3068376.379450001
612,2019-06-25,3102297.879450001
613,2019-06-26,3119427.779450001
614,2019-06-27,3136731.379450001
615,2019-06-28,3128442.4294500006
616,2019-07-01,3146919.4794500005
617,2019-07-02,3161928.0294500007
618,2019-07-03,3162730.279450001
619,2019-07-04,3137673.8294500005
620,2019-07-05,3111129.3294500005
621,2019-07-08,3047334.379450001
622,2019-07-09,2944209.129450001
623,2019-07-10,2941458.7294500014
624,2019-07-11,2961289.679450001
625,2019-07-12,2953540.379450001
626,2019-07-15,2955269.7794500007
627,2019-07-16,2979618.229450001
628,2019-07-17,2980642.7294500005
629,2019-07-18,2984626.5294500007
630,2019-07-19,2959417.129450001
631,2019-07-22,2885396.279450001
632,2019-07-23,2865659.679450001
633,2019-07-24,2871623.5294500007
634,2019-07-25,2874548.9294500006
635,2019-07-26,2873926.029450001
636,2019-07-29,2832523.0294500007
637,2019-07-30,2819324.7794500003
638,2019-07-31,2818271.229450001
639,2019-08-01,2790574.829450001
640,2019-08-02,2799091.2294500014
641,2019-08-05,2768714.1794500006
642,2019-08-06,2795960.7294500005
643,2019-08-07,2767279.0294500003
644,2019-08-08,2815241.979450001
645,2019-08-09,2865558.829450001
646,2019-08-13,2800400.979450001
647,2019-08-14,2825421.5294500007
648,2019-08-16,2811453.7294500005
649,2019-08-19,2810604.1794500006
650,2019-08-20,2807530.779450001
651,2019-08-21,2775232.5294500003
652,2019-08-22,2716494.179450001
653,2019-08-23,2743151.2794500007
654,2019-08-26,2842355.129450001
655,2019-08-27,2868759.7294500014
656,2019-08-28,2865047.4794500005
657,2019-08-29,2841123.4794500005
658,2019-08-30,2859535.0294500007
659,2019-09-03,2801729.9294500006
660,2019-09-04,2815413.779450001
661,2019-09-05,2815621.8294500005
662,2019-09-06,2828200.779450001
663,2019-09-09,2851021.629450001
664,2019-09-11,2862877.1794500006
665,2019-09-12,2868257.1794500006
666,2019-09-13,2901825.7794500007
667,2019-09-16,2873547.2294500005
668,2019-09-17,2835089.229450001
669,2019-09-18,2832162.4294500006
670,2019-09-19,2231688.4294500006
671,2019-09-20,2388273.3368500005
672,2019-09-23,2518226.1868500006
673,2019-09-24,2506152.736850001
674,2019-09-25,2471207.7368500005
675,2019-09-26,2495902.9868500005
676,2019-09-27,2474930.6868500006
677,2019-09-30,2440125.0368500007
678,2019-10-01,2481369.2368500005
679,2019-10-03,2503591.8368500005
680,2019-10-04,2447278.586850001
681,2019-10-07,2423920.5368500007
682,2019-10-09,2442988.4868500005
683,2019-10-10,2424655.8368500005
684,2019-10-11,2432970.4868500005
685,2019-10-14,2440654.386850001
686,2019-10-15,2467372.58685
687,2019-10-16,2498040.6868500006
688,2019-10-17,2511743.386850001
689,2019-10-18,2537002.7368500005
690,2019-10-22,2577322.736850001
691,2019-10-23,2590718.0868500005
692,2019-10-24,2590162.1868500006
693,2019-10-25,2565403.636850001
694,2019-10-27,2565396.3368500005
695,2019-10-29,2574771.836850001
696,2019-10-30,2571421.636850001
697,2019-10-31,2579132.886850001
698,2019-11-01,2562258.2368500005
699,2019-11-04,2576389.836850001
700,2019-11-05,2563341.1868500006
701,2019-11-06,2519454.886850001
702,2019-11-07,2531894.7868500003
703,2019-11-08,2502539.83685
704,2019-11-11,2520278.736850001
705,2019-11-13,2501322.7868500003
706,2019-11-14,2524689.636850001
707,2019-11-15,2514419.1868500006
708,2019-11-18,2525505.386850001
709,2019-11-19,2524250.036850001
710,2019-11-20,2550862.08685
711,2019-11-21,2523250.136850001
712,2019-11-22,2511113.1868500006
713,2019-11-25,2546118.5368500007
714,2019-11-26,2540768.2868500007
715,2019-11-27,2562482.036850001
716,2019-11-28,2552371.9368500006
717,2019-11-29,2548075.2868500003
718,2019-12-02,2529707.5368500003
719,2019-12-03,2523551.2868500003
720,2019-12-04,2539907.986850001
721,2019-12-05,2533156.136850001
722,2019-12-06,2503728.7868500007
723,2019-12-09,2528054.136850001
724,2019-12-10,2516029.336850001
725,2019-12-11,2520632.9368500006
726,2019-12-12,2541593.2868500003
727,2019-12-13,2556757.4868500005
728,2019-12-16,2542668.836850001
729,2019-12-17,2563126.8868500004
730,2019-12-18,2576730.886850001
731,2019-12-19,2564301.7368500005
732,2019-12-20,2586888.2868500003
733,2019-12-23,2603253.586850001
734,2019-12-24,2577465.0868500005
735,2019-12-26,2558813.8368500005
736,2019-12-27,2582447.336850001
737,2019-12-30,2588873.086850001
738,2019-12-31,2572290.086850001
739,2020-01-01,2564389.1368500004
